Time,Lat,Long,Heading,Baralt,Radalt,Pitch,Bank,Yaw,IAS,TAS,Gx,Gy,Gz,AOA,VS
0.00,45.001766,36.860848,8.352631,4569.693359,4569.693359,0.000000,0.000000,8.352631,186.710128,231.250000,0.000000,1.000000,0.000000,0.000000,0.000000
0.03,45.001749,36.860888,2.069445,4569.692871,4569.692871,0.000001,-0.000000,2.069445,186.688026,231.222198,-0.262193,-0.435671,0.051835,-0.008363,-0.105290
0.06,45.001719,36.860956,2.069404,4569.686523,4569.686523,0.000368,-0.000015,2.069404,186.647827,231.171707,-0.118144,0.615784,0.050751,0.055374,-0.280601
0.10,45.001675,36.861058,2.069224,4569.671387,4569.671387,0.000726,0.000166,2.069224,186.631205,231.150955,-0.007774,0.646035,0.050060,0.111860,-0.427467
0.12,45.001647,36.861123,2.069058,4569.660156,4569.660156,0.000838,0.000338,2.069058,186.634522,231.155182,0.029720,0.632688,0.048829,0.139139,-0.512615
0.15,45.001617,36.861193,2.068788,4569.643066,4569.643066,0.000919,0.000562,2.068788,186.644907,231.168304,0.052047,0.620357,0.046608,0.170895,-0.623012
0.18,45.001586,36.861266,2.068524,4569.627441,4569.627441,0.000957,0.000735,2.068524,186.655989,231.182281,0.062195,0.618365,0.044743,0.195069,-0.712709
0.21,45.001554,36.861338,2.068139,4569.604004,4569.604004,0.000986,0.000947,2.068139,186.671725,231.202072,0.068782,0.623255,0.042415,0.223986,-0.824183
0.24,45.001523,36.861411,2.067695,4569.577637,4569.577637,0.000999,0.001154,2.067695,186.688473,231.223114,0.071657,0.632163,0.040090,0.251463,-0.933418
0.27,45.001493,36.861481,2.067198,4569.548340,4569.548340,0.000999,0.001355,2.067198,186.705702,231.244659,0.072577,0.642111,0.037726,0.277465,-1.039793
0.30,45.001460,36.861556,2.066651,4569.515625,4569.515625,0.000986,0.001543,2.066651,186.723039,231.266342,0.072466,0.651328,0.035258,0.302017,-1.143355
0.33,45.001430,36.861626,2.066180,4569.486816,4569.486816,0.000967,0.001682,2.066180,186.736886,231.283600,0.071980,0.657892,0.033209,0.320672,-1.224381
0.35,45.001400,36.861696,2.065554,4569.448730,4569.448730,0.000932,0.001836,2.065554,186.754106,231.305023,0.071121,0.665149,0.030549,0.342858,-1.323656
0.38,45.001369,36.861767,2.064890,4569.407715,4569.407715,0.000887,0.001966,2.064890,186.771157,231.326202,0.070125,0.671604,0.027802,0.363906,-1.420945
0.41,45.001339,36.861837,2.064334,4569.372559,4569.372559,0.000843,0.002052,2.064334,186.784678,231.342941,0.069287,0.676352,0.025559,0.380008,-1.497477
0.44,45.001308,36.861909,2.063614,4569.326172,4569.326172,0.000782,0.002137,2.063614,186.801405,231.363663,0.068245,0.681934,0.022719,0.399312,-1.591633
0.47,45.001277,36.861979,2.062868,4569.277344,4569.277344,0.000713,0.002196,2.062868,186.817989,231.384094,0.067240,0.687220,0.019857,0.417794,-1.684201
0.49,45.001246,36.862052,2.062101,4569.225098,4569.225098,0.000639,0.002232,2.062101,186.834398,231.404266,0.066290,0.692286,0.016991,0.435545,-1.775254
0.52,45.001216,36.862122,2.061475,4569.181641,4569.181641,0.000576,0.002244,2.061475,186.847417,231.420258,0.065577,0.696242,0.014709,0.449270,-1.847044
0.55,45.001183,36.862197,2.060683,4569.125000,4569.125000,0.000493,0.002238,2.060683,186.863576,231.440033,0.064740,0.701014,0.011880,0.465890,-1.935506
0.58,45.001153,36.862267,2.059882,4569.065430,4569.065430,0.000407,0.002211,2.059882,186.879583,231.459625,0.063966,0.705666,0.009093,0.481969,-2.022588
0.61,45.001121,36.862340,2.059077,4569.003418,4569.003418,0.000319,0.002164,2.059077,186.895503,231.479019,0.063186,0.709140,0.006380,0.497588,-2.108432
0.64,45.001090,36.862413,2.058272,4568.938965,4568.938965,0.000229,0.002096,2.058272,186.911242,231.498184,0.062254,0.709622,0.003740,0.513062,-2.193834
0.67,45.001059,36.862485,2.057472,4568.872070,4568.872070,0.000144,0.002007,2.057472,186.926847,231.517120,0.061349,0.710482,0.001130,0.528716,-2.279092
0.69,45.001029,36.862553,2.056837,4568.816406,4568.816406,0.000081,0.001921,2.056837,186.939289,231.532120,0.060709,0.712505,-0.000908,0.541467,-2.346916
0.72,45.000998,36.862626,2.056054,4568.744629,4568.744629,0.000012,0.001800,2.056054,186.954661,231.550690,0.060021,0.716678,-0.003362,0.557699,-2.430745
0.75,45.000967,36.862698,2.055285,4568.670898,4568.670898,-0.000046,0.001667,2.055285,186.969921,231.569092,0.059437,0.722187,-0.005697,0.574211,-2.513098
0.78,45.000933,36.862776,2.054534,4568.594238,4568.594238,-0.000093,0.001523,2.054534,186.985127,231.587357,0.058929,0.728505,-0.007905,0.590927,-2.593676
0.81,45.000904,36.862844,2.053949,4568.531250,4568.531250,-0.000124,0.001401,2.053949,186.997232,231.601868,0.058563,0.733888,-0.009581,0.604397,-2.656744
0.84,45.000873,36.862914,2.053239,4568.450195,4568.450195,-0.000153,0.001241,2.053239,187.012335,231.619934,0.058583,0.744703,-0.011564,0.621181,-2.733273
0.87,45.000842,36.862987,2.052555,4568.367188,4568.367188,-0.000174,0.001073,2.052555,187.027642,231.638214,0.060066,0.760047,-0.013454,0.637461,-2.805699
0.90,45.000812,36.863057,2.051899,4568.281738,4568.281738,-0.000189,0.000901,2.051899,187.043406,231.657059,0.062310,0.776381,-0.015174,0.652868,-2.873340
0.93,45.000780,36.863130,2.051398,4568.212402,4568.212402,-0.000202,0.000761,2.051398,187.056421,231.672577,0.064110,0.788144,-0.016425,0.664419,-2.924177
0.96,45.000739,36.863225,2.050570,4568.087891,4568.087891,-0.000229,0.000510,2.050570,187.079911,231.700653,0.067059,0.805023,-0.018393,0.682916,-3.007259
0.98,45.000716,36.863278,2.050236,4568.033203,4568.033203,-0.000243,0.000399,2.050236,187.090273,231.713043,0.068278,0.810708,-0.019150,0.690209,-3.040964
1.01,45.000683,36.863355,2.049709,4567.941406,4567.941406,-0.000272,0.000209,2.049709,187.107874,231.734100,0.070081,0.816002,-0.020279,0.701765,-3.095589
1.04,45.000651,36.863428,2.049219,4567.847656,4567.847656,-0.000302,0.000012,2.049219,187.125926,231.755661,0.071736,0.819579,-0.021318,0.712947,-3.149061
1.07,45.000620,36.863501,2.048766,4567.752441,4567.752441,-0.000329,-0.000190,2.048766,187.144358,231.777679,0.073365,0.823992,-0.022240,0.724003,-3.201362
1.10,45.000589,36.863571,2.048353,4567.655273,4567.655273,-0.000351,-0.000394,2.048353,187.163169,231.800171,0.074929,0.829595,-0.023010,0.735018,-3.252153
1.13,45.000558,36.863644,2.047980,4567.557129,4567.557129,-0.000366,-0.000595,2.047980,187.182316,231.823105,0.076533,0.835939,-0.023617,0.746001,-3.301154
1.16,45.000527,36.863717,2.047710,4567.477539,4567.477539,-0.000372,-0.000751,2.047710,187.197976,231.841782,0.077917,0.841191,-0.023989,0.754749,-3.338979
1.19,45.000495,36.863789,2.047410,4567.376465,4567.376465,-0.000374,-0.000941,2.047410,187.217879,231.865555,0.079574,0.847639,-0.024317,0.765610,-3.384541
1.22,45.000465,36.863860,2.047150,4567.274414,4567.274414,-0.000371,-0.001124,2.047150,187.238107,231.889816,0.081277,0.855613,-0.024535,0.776307,-3.428031
1.24,45.000434,36.863930,2.046930,4567.170898,4567.170898,-0.000363,-0.001296,2.046930,187.258781,231.914551,0.083095,0.865499,-0.024605,0.786508,-3.468751
1.27,45.000403,36.864003,2.046783,4567.087402,4567.087402,-0.000359,-0.001426,2.046783,187.275580,231.934677,0.084483,0.872428,-0.024536,0.794133,-3.499356
1.30,45.000372,36.864076,2.046635,4566.981934,4566.981934,-0.000357,-0.001579,2.046635,187.296941,231.960266,0.086085,0.878912,-0.024329,0.802922,-3.535680
1.33,45.000341,36.864146,2.046525,4566.875488,4566.875488,-0.000363,-0.001723,2.046525,187.318638,231.986267,0.087484,0.882346,-0.023997,0.810936,-3.570580
1.36,45.000311,36.864216,2.046453,4566.767578,4566.767578,-0.000376,-0.001861,2.046453,187.340657,232.012634,0.088531,0.881038,-0.023553,0.818504,-3.605357
1.39,45.000279,36.864289,2.046422,4566.680664,4566.680664,-0.000389,-0.001968,2.046422,187.358452,232.033936,0.089265,0.879241,-0.023166,0.824513,-3.633627
1.42,45.000249,36.864359,2.046414,4566.571289,4566.571289,-0.000405,-0.002098,2.046414,187.380869,232.060822,0.090105,0.877966,-0.022617,0.832155,-3.669414
1.44,45.000218,36.864432,2.046441,4566.460449,4566.460449,-0.000417,-0.002218,2.046441,187.403475,232.087921,0.090670,0.878050,-0.021969,0.840013,-3.705333
1.47,45.000187,36.864503,2.046500,4566.349121,4566.349121,-0.000424,-0.002326,2.046500,187.426220,232.115189,0.091254,0.879090,-0.021217,0.848092,-3.741046
1.50,45.000156,36.864575,2.046569,4566.258789,4566.258789,-0.000426,-0.002402,2.046569,187.444540,232.137131,0.091718,0.880260,-0.020545,0.854694,-3.769337
1.53,45.000124,36.864648,2.046683,4566.145020,4566.145020,-0.000423,-0.002485,2.046683,187.467541,232.164734,0.092280,0.881830,-0.019630,0.863093,-3.804291
1.56,45.000094,36.864719,2.046824,4566.030273,4566.030273,-0.000417,-0.002553,2.046824,187.490697,232.192474,0.092813,0.883326,-0.018645,0.871629,-3.838792
1.59,45.000064,36.864789,2.046992,4565.915039,4565.915039,-0.000406,-0.002607,2.046992,187.513986,232.220367,0.093313,0.884646,-0.017599,0.880277,-3.872883
1.61,45.000032,36.864862,2.047144,4565.821777,4565.821777,-0.000395,-0.002641,2.047144,187.532693,232.242783,0.093726,0.886124,-0.016748,0.887335,-3.899845
1.64,45.000002,36.864932,2.047354,4565.704102,4565.704102,-0.000379,-0.002671,2.047354,187.556233,232.270996,0.094421,0.890717,-0.015711,0.896070,-3.932592
1.67,44.999971,36.865003,2.047585,4565.585449,4565.585449,-0.000365,-0.002685,2.047585,187.579915,232.299377,0.095163,0.895575,-0.014603,0.904339,-3.963857
1.70,44.999940,36.865076,2.047835,4565.466309,4565.466309,-0.000357,-0.002685,2.047835,187.603733,232.327972,0.095809,0.898508,-0.013426,0.911982,-3.994004
1.73,44.999909,36.865146,2.048047,4565.370117,4565.370117,-0.000357,-0.002676,2.048047,187.622910,232.350983,0.096112,0.897479,-0.012432,0.917708,-4.017973
1.76,44.999878,36.865219,2.048326,4565.249023,4565.249023,-0.000363,-0.002658,2.048326,187.646940,232.379776,0.096258,0.893137,-0.011208,0.924723,-4.048872
1.78,44.999848,36.865290,2.048618,4565.126953,4565.126953,-0.000372,-0.002636,2.048618,187.671033,232.408691,0.096363,0.889009,-0.010023,0.931871,-4.081065
1.81,44.999816,36.865363,2.048921,4565.004395,4565.004395,-0.000380,-0.002608,2.048921,187.695177,232.437637,0.096515,0.886363,-0.008843,0.939294,-4.114217
1.84,44.999786,36.865433,2.049170,4564.905273,4564.905273,-0.000385,-0.002578,2.049170,187.714538,232.460846,0.096676,0.885262,-0.007890,0.945451,-4.141135
1.87,44.999754,36.865506,2.049489,4564.780273,4564.780273,-0.000387,-0.002532,2.049489,187.738829,232.489975,0.096906,0.884735,-0.006687,0.953403,-4.174995
1.90,44.999724,36.865577,2.049813,4564.654785,4564.654785,-0.000385,-0.002474,2.049813,187.763153,232.519150,0.097150,0.884734,-0.005480,0.961603,-4.208908
1.93,44.999692,36.865650,2.050142,4564.527832,4564.527832,-0.000378,-0.002405,2.050142,187.787565,232.548416,0.097391,0.884973,-0.004291,0.970028,-4.242774
1.96,44.999661,36.865723,2.050407,4564.425781,4564.425781,-0.000371,-0.002343,2.050407,187.807178,232.571899,0.097577,0.885244,-0.003379,0.976906,-4.269799
1.99,44.999630,36.865793,2.050739,4564.297363,4564.297363,-0.000359,-0.002258,2.050739,187.831689,232.601288,0.097798,0.885597,-0.002271,0.985635,-4.303488
2.01,44.999599,36.865866,2.051070,4564.167480,4564.167480,-0.000345,-0.002165,2.051070,187.856277,232.630768,0.098005,0.885956,-0.001187,0.994488,-4.337071
2.04,44.999569,36.865937,2.051399,4564.037109,4564.037109,-0.000328,-0.002066,2.051399,187.880930,232.660324,0.098277,0.887398,-0.000150,1.003412,-4.370425
2.07,44.999538,36.866007,2.051659,4563.931641,4563.931641,-0.000314,-0.001982,2.051659,187.900731,232.684036,0.098648,0.890689,0.000646,1.010424,-4.396453
2.10,44.999507,36.866080,2.051981,4563.799316,4563.799316,-0.000299,-0.001868,2.051981,187.925571,232.713776,0.099155,0.894976,0.001652,1.018751,-4.427826
2.13,44.999476,36.866151,2.052296,4563.666016,4563.666016,-0.000291,-0.001748,2.052296,187.950462,232.743668,0.099561,0.897348,0.002650,1.026441,-4.458207
2.16,44.999445,36.866224,2.052603,4563.531738,4563.531738,-0.000292,-0.001625,2.052603,187.975450,232.773636,0.099639,0.894786,0.003621,1.033671,-4.488752
2.18,44.999414,36.866295,2.052844,4563.423828,4563.423828,-0.000297,-0.001528,2.052844,187.995478,232.797607,0.099583,0.891629,0.004316,1.039391,-4.513990
2.21,44.999383,36.866368,2.053133,4563.288086,4563.288086,-0.000305,-0.001410,2.053133,188.020502,232.827560,0.099515,0.890410,0.005100,1.046566,-4.546103
2.24,44.999352,36.866438,2.053413,4563.150879,4563.150879,-0.000313,-0.001294,2.053413,188.045526,232.857559,0.099511,0.890592,0.005824,1.053829,-4.578330
2.27,44.999322,36.866509,2.053629,4563.041016,4563.041016,-0.000317,-0.001200,2.053629,188.065569,232.881546,0.099550,0.891590,0.006375,1.059719,-4.603932
2.30,44.999290,36.866582,2.053887,4562.902344,4562.902344,-0.000318,-0.001081,2.053887,188.090637,232.911560,0.099633,0.893501,0.007027,1.067164,-4.635487
2.33,44.999260,36.866653,2.054132,4562.762695,4562.762695,-0.000315,-0.000960,2.054132,188.115733,232.941589,0.099732,0.895779,0.007632,1.074673,-4.666407
2.35,44.999228,36.866726,2.054363,4562.622070,4562.622070,-0.000309,-0.000837,2.054363,188.140816,232.971634,0.099833,0.898186,0.008184,1.082218,-4.696632
2.38,44.999197,36.866799,2.054579,4562.480957,4562.480957,-0.000300,-0.000713,2.054579,188.165952,233.001709,0.099931,0.900614,0.008676,1.089778,-4.726144
2.41,44.999165,36.866872,2.054741,4562.367188,4562.367188,-0.000290,-0.000615,2.054741,188.186086,233.025772,0.100005,0.902550,0.009025,1.095826,-4.749240
2.44,44.999135,36.866943,2.054931,4562.224121,4562.224121,-0.000276,-0.000493,2.054931,188.211226,233.055862,0.100094,0.904987,0.009406,1.103376,-4.777469
2.47,44.999103,36.867016,2.055105,4562.080566,4562.080566,-0.000259,-0.000374,2.055105,188.236424,233.085983,0.100305,0.909190,0.009697,1.110838,-4.804752
2.50,44.999072,36.867089,2.055262,4561.936035,4561.936035,-0.000241,-0.000254,2.055262,188.261672,233.116180,0.100704,0.915646,0.009940,1.117898,-4.830325
2.53,44.999041,36.867160,2.055377,4561.819824,4561.819824,-0.000230,-0.000158,2.055377,188.281924,233.140381,0.101018,0.920219,0.010126,1.123071,-4.849477
2.56,44.999009,36.867233,2.055505,4561.674316,4561.674316,-0.000223,-0.000039,2.055505,188.307266,233.170700,0.101310,0.923948,0.010324,1.128866,-4.872209
2.58,44.998979,36.867304,2.055618,4561.527832,4561.527832,-0.000224,0.000074,2.055618,188.332672,233.201065,0.101288,0.922967,0.010489,1.134100,-4.894646
2.61,44.998947,36.867377,2.055714,4561.380371,4561.380371,-0.000230,0.000177,2.055714,188.358072,233.231369,0.101101,0.920115,0.010536,1.139190,-4.917809
2.64,44.998917,36.867448,2.055779,4561.262207,4561.262207,-0.000236,0.000251,2.055779,188.378333,233.255630,0.100968,0.918559,0.010504,1.143345,-4.936852
2.67,44.998885,36.867521,2.055847,4561.113770,4561.113770,-0.000241,0.000337,2.055847,188.403704,233.285889,0.100873,0.918125,0.010414,1.148732,-4.960919
2.70,44.998855,36.867591,2.055898,4560.964355,4560.964355,-0.000242,0.000417,2.055898,188.429062,233.316147,0.100848,0.919057,0.010292,1.154342,-4.984860
2.73,44.998823,36.867665,2.055934,4560.814453,4560.814453,-0.000237,0.000494,2.055934,188.454387,233.346405,0.100863,0.920788,0.010142,1.160143,-5.008373
2.76,44.998792,36.867738,2.055955,4560.664062,4560.664062,-0.000227,0.000568,2.055955,188.479736,233.376648,0.100894,0.922873,0.009957,1.166089,-5.031307
2.78,44.998761,36.867809,2.055962,4560.542969,4560.542969,-0.000216,0.000625,2.055962,188.500033,233.400833,0.100930,0.924752,0.009779,1.170922,-5.049189
2.81,44.998729,36.867882,2.055958,4560.391113,4560.391113,-0.000199,0.000693,2.055958,188.525409,233.431076,0.101057,0.929718,0.009484,1.176904,-5.070524
2.84,44.998698,36.867955,2.055941,4560.238770,4560.238770,-0.000181,0.000758,2.055941,188.550753,233.461349,0.101270,0.935896,0.009187,1.182474,-5.090088
2.87,44.998667,36.868026,2.055911,4560.085938,4560.085938,-0.000168,0.000822,2.055911,188.576155,233.491623,0.101432,0.940538,0.008887,1.187411,-5.108076
2.90,44.998636,36.868099,2.055877,4559.962891,4559.962891,-0.000163,0.000869,2.055877,188.596493,233.515839,0.101491,0.942808,0.008622,1.190869,-5.121712
2.93,44.998605,36.868170,2.055826,4559.809082,4559.809082,-0.000164,0.000921,2.055826,188.621905,233.546112,0.101363,0.942481,0.008283,1.194675,-5.138465
2.96,44.998573,36.868243,2.055763,4559.654785,4559.654785,-0.000171,0.000961,2.055763,188.647248,233.576309,0.100986,0.938870,0.007884,1.198294,-5.155999
2.98,44.998543,36.868314,2.055689,4559.500000,4559.500000,-0.000180,0.000989,2.055689,188.672550,233.606415,0.100609,0.935846,0.007407,1.202070,-5.174549
3.01,44.998512,36.868385,2.055623,4559.375488,4559.375488,-0.000185,0.001004,2.055623,188.692735,233.630432,0.100426,0.935470,0.006958,1.205295,-5.189786
3.04,44.998482,36.868456,2.055532,4559.219727,4559.219727,-0.000189,0.001022,2.055532,188.717997,233.660461,0.100592,0.940303,0.006278,1.209253,-5.207832
3.07,44.998450,36.868529,2.055434,4559.062988,4559.062988,-0.000192,0.001054,2.055434,188.743246,233.690506,0.100599,0.942388,0.005805,1.212995,-5.224990
3.10,44.998420,36.868600,2.055351,4558.937500,4558.937500,-0.000196,0.001088,2.055351,188.763469,233.714508,0.100576,0.943495,0.005430,1.215850,-5.238380
3.13,44.998388,36.868673,2.055241,4558.780273,4558.780273,-0.000202,0.001139,2.055241,188.788670,233.744522,0.100545,0.944667,0.004951,1.219242,-5.254790
3.15,44.998357,36.868744,2.055126,4558.622070,4558.622070,-0.000210,0.001198,2.055126,188.813932,233.774506,0.100515,0.945697,0.004463,1.222436,-5.270881
3.18,44.998327,36.868815,2.055007,4558.463867,4558.463867,-0.000221,0.001260,2.055007,188.839172,233.804474,0.100488,0.946649,0.003975,1.225517,-5.286686
3.21,44.998295,36.868889,2.054907,4558.336914,4558.336914,-0.000231,0.001312,2.054907,188.859324,233.828445,0.100468,0.947370,0.003597,1.227871,-5.299134
3.24,44.998263,36.868962,2.054781,4558.177734,4558.177734,-0.000246,0.001378,2.054781,188.884567,233.858414,0.100446,0.948169,0.003125,1.230625,-5.314472
3.27,44.998233,36.869033,2.054652,4558.018066,4558.018066,-0.000264,0.001443,2.054652,188.909806,233.888367,0.100426,0.948863,0.002649,1.233171,-5.329594
3.30,44.998201,36.869106,2.054520,4557.857910,4557.857910,-0.000285,0.001507,2.054520,188.935042,233.918304,0.100409,0.949452,0.002168,1.235511,-5.344532
3.33,44.998170,36.869177,2.054414,4557.729492,4557.729492,-0.000303,0.001556,2.054414,188.955243,233.942261,0.100397,0.949851,0.001784,1.237239,-5.356369
3.36,44.998137,36.869256,2.054253,4557.536133,4557.536133,-0.000335,0.001624,2.054253,188.985544,233.978195,0.100382,0.950341,0.001215,1.239593,-5.373969
3.38,44.998105,36.869329,2.054146,4557.407227,4557.407227,-0.000358,0.001667,2.054146,189.005733,234.002136,0.100373,0.950600,0.000843,1.241012,-5.385619
3.41,44.998073,36.869403,2.054013,4557.245117,4557.245117,-0.000389,0.001715,2.054013,189.031005,234.032089,0.100365,0.950853,0.000387,1.242618,-5.400108
3.44,44.998043,36.869474,2.053880,4557.083008,4557.083008,-0.000424,0.001757,2.053880,189.056267,234.062027,0.100358,0.951031,-0.000058,1.244050,-5.414537
3.47,44.998012,36.869544,2.053749,4556.920410,4556.920410,-0.000461,0.001794,2.053749,189.081565,234.091995,0.100353,0.951143,-0.000490,1.245313,-5.428926
3.50,44.997980,36.869618,2.053646,4556.790039,4556.790039,-0.000492,0.001818,2.053646,189.101772,234.115967,0.100350,0.951186,-0.000824,1.246208,-5.440422
3.53,44.997950,36.869689,2.053519,4556.626465,4556.626465,-0.000534,0.001843,2.053519,189.127072,234.145935,0.100348,0.951193,-0.001225,1.247191,-5.454785
3.56,44.997919,36.869760,2.053396,4556.462891,4556.462891,-0.000578,0.001861,2.053396,189.152395,234.175919,0.100348,0.951150,-0.001606,1.248029,-5.469157
3.58,44.997887,36.869833,2.053276,4556.298340,4556.298340,-0.000625,0.001872,2.053276,189.177714,234.205917,0.100349,0.951876,-0.001966,1.248701,-5.483422
3.61,44.997857,36.869904,2.053182,4556.166504,4556.166504,-0.000665,0.001875,2.053182,189.197991,234.229904,0.100351,0.952495,-0.002240,1.249098,-5.494664
3.64,44.997825,36.869978,2.053070,4556.001465,4556.001465,-0.000716,0.001874,2.053070,189.223353,234.259933,0.100354,0.953176,-0.002563,1.249430,-5.508527
3.67,44.997792,36.870054,2.052962,4555.835938,4555.835938,-0.000769,0.001865,2.052962,189.248710,234.289948,0.100357,0.953759,-0.002863,1.249591,-5.522210
3.70,44.997761,36.870125,2.052860,4555.670410,4555.670410,-0.000824,0.001850,2.052860,189.274106,234.319977,0.100361,0.954248,-0.003141,1.249593,-5.535739
3.73,44.997731,36.870196,2.052781,4555.537109,4555.537109,-0.000870,0.001833,2.052781,189.294457,234.344009,0.100364,0.954574,-0.003344,1.249489,-5.546470
3.76,44.997699,36.870270,2.052689,4555.370605,4555.370605,-0.000929,0.001806,2.052689,189.319848,234.374069,0.100368,0.954906,-0.003577,1.249237,-5.559790
3.78,44.997668,36.870341,2.052602,4555.203613,4555.203613,-0.000990,0.001773,2.052602,189.345265,234.404144,0.100372,0.955159,-0.003786,1.248861,-5.573029
3.81,44.997637,36.870414,2.052521,4555.036133,4555.036133,-0.001053,0.001733,2.052521,189.370726,234.434219,0.100375,0.955341,-0.003969,1.248374,-5.586207
3.84,44.997605,36.870488,2.052447,4554.868652,4554.868652,-0.001117,0.001689,2.052447,189.396158,234.464340,0.100379,0.955455,-0.004128,1.247787,-5.599346
3.87,44.997573,36.870561,2.052392,4554.733887,4554.733887,-0.001170,0.001649,2.052392,189.416549,234.488434,0.100381,0.955501,-0.004238,1.247252,-5.609841
3.90,44.997542,36.870632,2.052330,4554.565430,4554.565430,-0.001236,0.001594,2.052330,189.442081,234.518570,0.100383,0.955503,-0.004352,1.246513,-5.622957
3.93,44.997512,36.870704,2.052274,4554.396484,4554.396484,-0.001305,0.001535,2.052274,189.467586,234.548737,0.100384,0.955449,-0.004442,1.245704,-5.636083
3.96,44.997480,36.870777,2.052225,4554.227539,4554.227539,-0.001374,0.001472,2.052225,189.493122,234.578918,0.100384,0.955342,-0.004507,1.244836,-5.649237
3.98,44.997449,36.870848,2.052190,4554.091797,4554.091797,-0.001430,0.001418,2.052190,189.513591,234.603058,0.100383,0.955225,-0.004543,1.244105,-5.659790
4.01,44.997417,36.870922,2.052153,4553.921387,4553.921387,-0.001501,0.001348,2.052153,189.539157,234.633286,0.100381,0.955042,-0.004567,1.243152,-5.673027
4.04,44.997387,36.870993,2.052122,4553.750977,4553.750977,-0.001573,0.001275,2.052122,189.564783,234.663528,0.100378,0.954819,-0.004568,1.242166,-5.686327
4.07,44.997355,36.871067,2.052097,4553.580566,4553.580566,-0.001646,0.001198,2.052097,189.590383,234.693787,0.100374,0.954561,-0.004548,1.241151,-5.699702
4.10,44.997323,36.871140,2.052083,4553.443359,4553.443359,-0.001705,0.001135,2.052083,189.610890,234.718002,0.100369,0.954331,-0.004517,1.240324,-5.710462
4.13,44.997292,36.871212,2.052070,4553.271973,4553.271973,-0.001779,0.001055,2.052070,189.636550,234.748291,0.100362,0.954017,-0.004459,1.239278,-5.723994
4.16,44.997261,36.871285,2.052063,4553.100098,4553.100098,-0.001853,0.000973,2.052063,189.662227,234.778610,0.100353,0.953677,-0.004383,1.238223,-5.737626
4.18,44.997229,36.871359,2.052063,4552.927734,4552.927734,-0.001929,0.000889,2.052063,189.687919,234.808945,0.100321,0.953315,-0.004290,1.237165,-5.751363
4.21,44.997197,36.871433,2.052068,4552.754883,4552.754883,-0.002004,0.000804,2.052068,189.713658,234.839294,0.100244,0.952937,-0.004179,1.236107,-5.765213
4.24,44.997166,36.871504,2.052076,4552.616211,4552.616211,-0.002065,0.000736,2.052076,189.734222,234.863571,0.100184,0.952622,-0.004080,1.235265,-5.776376
4.27,44.997136,36.871575,2.052091,4552.442871,4552.442871,-0.002141,0.000651,2.052091,189.759951,234.893921,0.100109,0.952214,-0.003940,1.234221,-5.790439
4.30,44.997104,36.871649,2.052111,4552.269043,4552.269043,-0.002218,0.000566,2.052111,189.785682,234.924271,0.100037,0.951792,-0.003785,1.233189,-5.804626
4.33,44.997073,36.871720,2.052131,4552.129395,4552.129395,-0.002279,0.000498,2.052131,189.806252,234.948547,0.099980,0.951446,-0.003652,1.232374,-5.816069
4.36,44.997042,36.871791,2.052160,4551.954590,4551.954590,-0.002356,0.000414,2.052160,189.832004,234.978912,0.099910,0.951006,-0.003477,1.231370,-5.830490
4.38,44.997010,36.871865,2.052193,4551.779785,4551.779785,-0.002433,0.000331,2.052193,189.857760,235.009262,0.099842,0.950560,-0.003291,1.230386,-5.845044
4.41,44.996979,36.871939,2.052229,4551.604004,4551.604004,-0.002511,0.000249,2.052229,189.883507,235.039642,0.099777,0.950112,-0.003096,1.229421,-5.859732
4.44,44.996947,36.872012,2.052270,4551.428223,4551.428223,-0.002588,0.000169,2.052270,189.909287,235.070023,0.099713,0.949662,-0.002894,1.228480,-5.874554
4.47,44.996915,36.872086,2.052305,4551.287109,4551.287109,-0.002651,0.000107,2.052305,189.929904,235.094330,0.099663,0.949302,-0.002728,1.227743,-5.886508
4.50,44.996883,36.872160,2.052351,4551.110352,4551.110352,-0.002729,0.000031,2.052351,189.955695,235.124725,0.099603,0.948851,-0.002515,1.226842,-5.901573
4.53,44.996851,36.872234,2.052401,4550.932617,4550.932617,-0.002807,-0.000043,2.052401,189.981507,235.155136,0.099545,0.948399,-0.002295,1.225966,-5.916772
4.56,44.996819,36.872308,2.052453,4550.754883,4550.754883,-0.002885,-0.000115,2.052453,190.007312,235.185547,0.099488,0.947950,-0.002073,1.225114,-5.932107
4.59,44.996789,36.872379,2.052507,4550.577148,4550.577148,-0.002963,-0.000183,2.052507,190.033125,235.215958,0.099434,0.947506,-0.001849,1.224287,-5.947575
4.62,44.996757,36.872453,2.052551,4550.434082,4550.434082,-0.003026,-0.000236,2.052551,190.053812,235.240326,0.099392,0.947156,-0.001669,1.223642,-5.960045
4.64,44.996725,36.872527,2.052608,4550.254883,4550.254883,-0.003104,-0.000299,2.052608,190.079654,235.270752,0.099342,0.946725,-0.001444,1.222857,-5.975748
4.67,44.996694,36.872598,2.052666,4550.075684,4550.075684,-0.003183,-0.000358,2.052666,190.105518,235.301224,0.099293,0.946300,-0.001221,1.222094,-5.991580
4.70,44.996661,36.872674,2.052725,4549.895508,4549.895508,-0.003262,-0.000415,2.052725,190.131364,235.331680,0.099247,0.945881,-0.000999,1.221354,-6.007537
4.73,44.996630,36.872746,2.052785,4549.714844,4549.714844,-0.003340,-0.000467,2.052785,190.157263,235.362167,0.099202,0.945468,-0.000780,1.220610,-6.023619
