Time,Lat,Long,Heading,Baralt,Radalt,Pitch,Bank,Yaw,IAS,TAS,Gx,Gy,Gz,AOA,VS
438.27,44.716470,38.251241,1.276582,3182.110107,2977.411133,0.006735,-0.090345,1.276582,234.071866,269.071442,0.007777,1.004185,-0.000061,0.647341,-1.240577
438.30,44.716486,38.251333,1.276485,3182.072998,2976.633301,0.006735,-0.090349,1.276485,234.072530,269.071716,0.007776,1.004188,-0.000060,0.647335,-1.240543
438.33,44.716501,38.251429,1.276388,3182.035645,2975.855469,0.006735,-0.090353,1.276388,234.073226,269.071960,0.007775,1.004191,-0.000060,0.647329,-1.240508
438.36,44.716517,38.251525,1.276310,3182.005859,2975.231689,0.006735,-0.090357,1.276310,234.073793,269.072174,0.007774,1.004194,-0.000060,0.647325,-1.240480
438.39,44.716534,38.251624,1.276213,3181.968750,2974.453857,0.006735,-0.090362,1.276213,234.074472,269.072418,0.007773,1.004198,-0.000059,0.647318,-1.240444
438.42,44.716551,38.251726,1.276096,3181.924072,2973.518555,0.006735,-0.090367,1.276096,234.075296,269.072723,0.007771,1.004201,-0.000058,0.647311,-1.240399
438.45,44.716565,38.251812,1.276019,3181.894287,2972.857422,0.006735,-0.090370,1.276019,234.075846,269.072906,0.007770,1.004204,-0.000058,0.647307,-1.240369
438.48,44.716581,38.251908,1.275921,3181.856934,2971.689941,0.006735,-0.090375,1.275921,234.076524,269.073151,0.007769,1.004206,-0.000058,0.647301,-1.240330
438.51,44.716597,38.252004,1.275824,3181.819824,2970.635254,0.006735,-0.090379,1.275824,234.077218,269.073395,0.007767,1.004212,-0.000057,0.647294,-1.240290
438.53,44.716612,38.252096,1.275746,3181.790039,2969.953125,0.006735,-0.090383,1.275746,234.077750,269.073608,0.007766,1.004215,-0.000056,0.647290,-1.240257
438.56,44.716628,38.252195,1.275649,3181.752930,2969.102295,0.006735,-0.090387,1.275649,234.078460,269.073853,0.007765,1.004217,-0.000057,0.647284,-1.240216
438.59,44.716644,38.252291,1.275552,3181.715576,2968.250977,0.006735,-0.090392,1.275552,234.079121,269.074097,0.007763,1.004219,-0.000057,0.647278,-1.240174
438.62,44.716660,38.252387,1.275455,3181.678467,2967.465820,0.006735,-0.090396,1.275455,234.079830,269.074371,0.007762,1.004224,-0.000056,0.647272,-1.240131
438.65,44.716676,38.252482,1.275358,3181.641357,2966.752930,0.006735,-0.090401,1.275358,234.080506,269.074615,0.007761,1.004228,-0.000056,0.647267,-1.240087
438.68,44.716692,38.252578,1.275260,3181.604004,2966.042725,0.006736,-0.090405,1.275260,234.081182,269.074860,0.007760,1.004231,-0.000055,0.647261,-1.240042
438.71,44.716707,38.252671,1.275183,3181.574219,2965.473389,0.006736,-0.090409,1.275183,234.081745,269.075043,0.007759,1.004234,-0.000055,0.647256,-1.240005
438.74,44.716724,38.252770,1.275085,3181.537109,2964.763428,0.006736,-0.090413,1.275085,234.082420,269.075287,0.007757,1.004237,-0.000055,0.647250,-1.239958
438.77,44.716740,38.252865,1.274988,3181.500000,2964.053467,0.006736,-0.090418,1.274988,234.083095,269.075562,0.007756,1.004240,-0.000055,0.647245,-1.239911
438.80,44.716755,38.252958,1.274891,3181.462646,2963.343262,0.006736,-0.090422,1.274891,234.083786,269.075806,0.007754,1.004246,-0.000053,0.647239,-1.239862
438.82,44.716771,38.253054,1.274794,3181.425537,2962.630371,0.006736,-0.090426,1.274794,234.084476,269.076050,0.007753,1.004248,-0.000052,0.647233,-1.239812
438.85,44.716787,38.253149,1.274716,3181.395752,2962.064209,0.006736,-0.090430,1.274716,234.084989,269.076233,0.007752,1.004252,-0.000052,0.647227,-1.239772
438.88,44.716803,38.253245,1.274619,3181.358643,2961.351318,0.006736,-0.090434,1.274619,234.085679,269.076447,0.007751,1.004254,-0.000051,0.647220,-1.239721
438.91,44.716818,38.253337,1.274521,3181.321289,2960.641357,0.006736,-0.090439,1.274521,234.086352,269.076691,0.007749,1.004257,-0.000050,0.647214,-1.239668
438.94,44.716835,38.253437,1.274424,3181.284180,2959.931641,0.006736,-0.090443,1.274424,234.087057,269.076965,0.007748,1.004260,-0.000050,0.647207,-1.239615
438.97,44.716851,38.253532,1.274327,3181.247070,2959.221924,0.006736,-0.090447,1.274327,234.087729,269.077209,0.007747,1.004265,-0.000049,0.647200,-1.239562
439.00,44.716867,38.253628,1.274230,3181.209717,2958.511963,0.006736,-0.090452,1.274230,234.088401,269.077454,0.007745,1.004268,-0.000049,0.647194,-1.239507
439.03,44.716883,38.253724,1.274152,3181.179932,2957.942871,0.006737,-0.090455,1.274152,234.088961,269.077637,0.007744,1.004272,-0.000048,0.647189,-1.239462
439.06,44.716899,38.253819,1.274055,3181.142822,2957.233154,0.006737,-0.090460,1.274055,234.089632,269.077881,0.007743,1.004275,-0.000047,0.647183,-1.239406
439.08,44.716915,38.253915,1.273958,3181.105713,2956.520508,0.006737,-0.090464,1.273958,234.090303,269.078125,0.007741,1.004277,-0.000047,0.647176,-1.239348
439.11,44.716931,38.254011,1.273860,3181.068604,2955.811035,0.006737,-0.090468,1.273860,234.091006,269.078369,0.007740,1.004284,-0.000044,0.647169,-1.239290
439.14,44.716947,38.254107,1.273763,3181.031250,2955.101074,0.006737,-0.090473,1.273763,234.091693,269.078613,0.007738,1.004286,-0.000044,0.647162,-1.239230
439.17,44.716963,38.254202,1.273666,3180.994141,2954.391846,0.006737,-0.090477,1.273666,234.092362,269.078857,0.007737,1.004289,-0.000043,0.647155,-1.239170
439.20,44.716979,38.254298,1.273588,3180.964355,2953.822754,0.006737,-0.090480,1.273588,234.092904,269.079071,0.007736,1.004291,-0.000043,0.647150,-1.239121
439.23,44.716994,38.254390,1.273491,3180.927246,2953.113281,0.006737,-0.090485,1.273491,234.093590,269.079315,0.007735,1.004294,-0.000042,0.647143,-1.239059
439.26,44.717010,38.254486,1.273394,3180.890137,2952.403809,0.006737,-0.090489,1.273394,234.094226,269.079529,0.007733,1.004299,-0.000041,0.647137,-1.238996
439.29,44.717026,38.254582,1.273297,3180.852783,2951.694092,0.006738,-0.090493,1.273297,234.094894,269.079742,0.007732,1.004301,-0.000040,0.647129,-1.238932
439.32,44.717044,38.254684,1.273200,3180.815674,2950.984863,0.006738,-0.090498,1.273200,234.095578,269.080017,0.007730,1.004306,-0.000039,0.647122,-1.238867
439.35,44.717059,38.254776,1.273102,3180.778564,2950.275391,0.006738,-0.090502,1.273102,234.096278,269.080231,0.007729,1.004310,-0.000038,0.647115,-1.238801
439.38,44.717075,38.254872,1.273025,3180.748779,2949.706543,0.006738,-0.090505,1.273025,234.096818,269.080444,0.007728,1.004314,-0.000037,0.647109,-1.238748
439.40,44.717091,38.254968,1.272928,3180.711670,2948.997314,0.006738,-0.090509,1.272928,234.097485,269.080688,0.007726,1.004317,-0.000036,0.647102,-1.238680
439.43,44.717107,38.255064,1.272830,3180.674561,2948.288086,0.006738,-0.090514,1.272830,234.098151,269.080902,0.007725,1.004320,-0.000035,0.647095,-1.238611
439.46,44.717123,38.255159,1.272733,3180.637451,2947.578857,0.006738,-0.090518,1.272733,234.098833,269.081146,0.007724,1.004323,-0.000034,0.647087,-1.238542
439.49,44.717140,38.255258,1.272636,3180.600098,2946.869141,0.006739,-0.090522,1.272636,234.099515,269.081390,0.007722,1.004326,-0.000033,0.647080,-1.238472
439.52,44.717156,38.255354,1.272539,3180.562988,2946.160156,0.006739,-0.090526,1.272539,234.100180,269.081604,0.007721,1.004329,-0.000032,0.647073,-1.238401
439.55,44.717172,38.255450,1.272441,3180.525879,2945.527344,0.006739,-0.090530,1.272441,234.100845,269.081848,0.007719,1.004333,-0.000031,0.647066,-1.238328
439.58,44.717188,38.255545,1.272364,3180.496094,2945.256104,0.006739,-0.090534,1.272364,234.101399,269.082062,0.007718,1.004335,-0.000031,0.647060,-1.238270
439.61,44.717205,38.255644,1.272266,3180.458984,2944.918213,0.006739,-0.090538,1.272266,234.102079,269.082275,0.007716,1.004337,-0.000031,0.647054,-1.238196
439.64,44.717220,38.255737,1.272168,3180.421875,2944.580322,0.006739,-0.090542,1.272168,234.102726,269.082550,0.007715,1.004337,-0.000035,0.647047,-1.238123
439.67,44.717237,38.255832,1.272070,3180.384766,2944.242188,0.006739,-0.090546,1.272070,234.103406,269.082764,0.007714,1.004336,-0.000039,0.647041,-1.238050
439.70,44.717253,38.255931,1.271973,3180.347656,2943.904541,0.006740,-0.090550,1.271973,234.104052,269.082977,0.007712,1.004338,-0.000041,0.647035,-1.237977
439.73,44.717269,38.256027,1.271875,3180.310547,2943.566650,0.006740,-0.090554,1.271875,234.104731,269.083252,0.007711,1.004339,-0.000043,0.647030,-1.237904
439.75,44.717286,38.256123,1.271777,3180.273438,2943.229004,0.006740,-0.090559,1.271777,234.105393,269.083466,0.007709,1.004339,-0.000045,0.647025,-1.237831
439.78,44.717302,38.256218,1.271699,3180.243652,2942.958008,0.006740,-0.090562,1.271699,234.105945,269.083618,0.007709,1.004339,-0.000047,0.647020,-1.237772
439.81,44.717319,38.256321,1.271582,3180.198975,2942.552979,0.006740,-0.090567,1.271582,234.106732,269.083893,0.007707,1.004342,-0.000048,0.647015,-1.237684
439.84,44.717335,38.256413,1.271503,3180.169434,2942.282227,0.006740,-0.090570,1.271503,234.107284,269.084106,0.007706,1.004343,-0.000049,0.647011,-1.237625
439.87,44.717351,38.256509,1.271406,3180.132324,2941.944580,0.006740,-0.090575,1.271406,234.107944,269.084351,0.007705,1.004344,-0.000050,0.647006,-1.237551
439.90,44.717367,38.256604,1.271308,3180.095215,2941.606934,0.006741,-0.090579,1.271308,234.108621,269.084564,0.007703,1.004347,-0.000051,0.647001,-1.237476
439.93,44.717384,38.256703,1.271210,3180.058105,2941.269531,0.006741,-0.090583,1.271210,234.109297,269.084808,0.007702,1.004348,-0.000052,0.646996,-1.237401
439.96,44.717399,38.256796,1.271112,3180.020752,2940.931641,0.006741,-0.090588,1.271112,234.109956,269.085052,0.007701,1.004350,-0.000053,0.646991,-1.237326
439.99,44.717415,38.256888,1.271034,3179.991211,2940.662598,0.006741,-0.090591,1.271034,234.110506,269.085205,0.007700,1.004352,-0.000054,0.646988,-1.237266
440.02,44.717432,38.256987,1.270936,3179.954102,2940.324951,0.006741,-0.090595,1.270936,234.111149,269.085419,0.007699,1.004354,-0.000055,0.646983,-1.237190
440.05,44.717450,38.257092,1.270819,3179.909424,2939.920410,0.006741,-0.090601,1.270819,234.111949,269.085693,0.007697,1.004355,-0.000057,0.646978,-1.237098
440.07,44.717464,38.257178,1.270741,3179.879883,2939.650146,0.006742,-0.090604,1.270741,234.112465,269.085907,0.007696,1.004357,-0.000058,0.646973,-1.237037
440.10,44.717480,38.257274,1.270644,3179.842773,2939.312500,0.006742,-0.090608,1.270644,234.113155,269.086151,0.007695,1.004359,-0.000059,0.646969,-1.236960
440.13,44.717496,38.257366,1.270566,3179.812988,2939.043457,0.006742,-0.090612,1.270566,234.113672,269.086334,0.007694,1.004358,-0.000061,0.646966,-1.236898
440.16,44.717513,38.257465,1.270467,3179.775879,2938.705811,0.006742,-0.090616,1.270467,234.114345,269.086548,0.007693,1.004363,-0.000060,0.646961,-1.236820
440.19,44.717530,38.257564,1.270370,3179.738770,2938.367920,0.006742,-0.090621,1.270370,234.115018,269.086792,0.007692,1.004365,-0.000061,0.646957,-1.236741
440.22,44.717545,38.257656,1.270272,3179.701660,2938.030029,0.006742,-0.090625,1.270272,234.115674,269.087006,0.007690,1.004365,-0.000063,0.646952,-1.236662
440.25,44.717562,38.257752,1.270175,3179.664551,2937.692139,0.006743,-0.090630,1.270175,234.116347,269.087219,0.007689,1.004369,-0.000063,0.646947,-1.236583
440.28,44.717578,38.257848,1.270077,3179.627441,2937.354004,0.006743,-0.090634,1.270077,234.116986,269.087433,0.007688,1.004372,-0.000063,0.646943,-1.236503
440.31,44.717594,38.257940,1.269999,3179.597900,2937.084961,0.006743,-0.090638,1.269999,234.117549,269.087646,0.007687,1.004375,-0.000064,0.646940,-1.236439
440.33,44.717610,38.258036,1.269901,3179.560791,2936.747070,0.006743,-0.090642,1.269901,234.118204,269.087891,0.007686,1.004377,-0.000064,0.646935,-1.236358
440.36,44.717626,38.258131,1.269803,3179.523682,2936.409424,0.006743,-0.090646,1.269803,234.118859,269.088074,0.007685,1.004379,-0.000065,0.646930,-1.236276
440.39,44.717642,38.258227,1.269705,3179.486572,2936.071533,0.006744,-0.090651,1.269705,234.119530,269.088318,0.007684,1.004382,-0.000065,0.646925,-1.236194
440.42,44.717659,38.258323,1.269608,3179.449463,2935.733887,0.006744,-0.090655,1.269608,234.120183,269.088531,0.007683,1.004385,-0.000066,0.646921,-1.236111
440.45,44.717675,38.258418,1.269510,3179.412354,2935.396240,0.006744,-0.090660,1.269510,234.120804,269.088745,0.007681,1.004387,-0.000067,0.646917,-1.236027
440.48,44.717692,38.258517,1.269412,3179.375244,2935.060059,0.006744,-0.090664,1.269412,234.121507,269.088989,0.007680,1.004390,-0.000067,0.646912,-1.235943
440.51,44.717708,38.258609,1.269334,3179.345703,2934.789551,0.006745,-0.090668,1.269334,234.122019,269.089172,0.007679,1.004395,-0.000065,0.646907,-1.235875
440.54,44.717724,38.258705,1.269237,3179.308594,2934.451660,0.006745,-0.090673,1.269237,234.122672,269.089386,0.007678,1.004399,-0.000062,0.646901,-1.235788
440.57,44.717740,38.258801,1.269140,3179.271484,2934.214600,0.006745,-0.090677,1.269140,234.123340,269.089600,0.007677,1.004402,-0.000061,0.646895,-1.235701
440.60,44.717757,38.258900,1.269042,3179.234375,2935.292480,0.006745,-0.090682,1.269042,234.123992,269.089813,0.007676,1.004406,-0.000059,0.646889,-1.235612
440.62,44.717773,38.258992,1.268945,3179.197510,2936.370605,0.006745,-0.090686,1.268945,234.124660,269.090027,0.007675,1.004410,-0.000057,0.646882,-1.235522
440.65,44.717789,38.259087,1.268867,3179.167725,2937.229980,0.006746,-0.090690,1.268867,234.125187,269.090240,0.007674,1.004414,-0.000056,0.646877,-1.235450
440.68,44.717806,38.259183,1.268770,3179.130615,2938.307861,0.006746,-0.090694,1.268770,234.125854,269.090454,0.007672,1.004419,-0.000054,0.646871,-1.235357
440.71,44.717822,38.259279,1.268672,3179.093506,2939.385742,0.006746,-0.090699,1.268672,234.126505,269.090698,0.007671,1.004423,-0.000053,0.646864,-1.235264
440.74,44.717838,38.259374,1.268575,3179.056641,2940.463867,0.006746,-0.090703,1.268575,234.127155,269.090881,0.007670,1.004427,-0.000052,0.646858,-1.235170
440.77,44.717855,38.259470,1.268477,3179.019531,2941.541748,0.006747,-0.090708,1.268477,234.127821,269.091125,0.007668,1.004431,-0.000050,0.646851,-1.235075
440.80,44.717871,38.259565,1.268380,3178.982422,2942.615234,0.006747,-0.090712,1.268380,234.128470,269.091339,0.007667,1.004435,-0.000049,0.646844,-1.234978
440.83,44.717888,38.259661,1.268302,3178.952881,2943.479248,0.006747,-0.090716,1.268302,234.128963,269.091522,0.007666,1.004439,-0.000047,0.646839,-1.234900
440.86,44.717905,38.259760,1.268205,3178.915771,2944.552734,0.006747,-0.090720,1.268205,234.129644,269.091736,0.007665,1.004443,-0.000046,0.646832,-1.234802
440.89,44.717921,38.259856,1.268107,3178.878662,2945.630859,0.006748,-0.090724,1.268107,234.130276,269.091949,0.007664,1.004445,-0.000045,0.646824,-1.234702
440.92,44.717937,38.259951,1.268010,3178.841797,2946.708984,0.006748,-0.090729,1.268010,234.130940,269.092194,0.007662,1.004449,-0.000043,0.646817,-1.234602
440.94,44.717954,38.260050,1.267913,3178.804688,2947.786865,0.006748,-0.090733,1.267913,234.131604,269.092407,0.007661,1.004453,-0.000042,0.646810,-1.234500
440.97,44.717971,38.260146,1.267816,3178.767578,2948.860352,0.006748,-0.090737,1.267816,234.132283,269.092590,0.007660,1.004457,-0.000041,0.646802,-1.234397
441.00,44.717987,38.260241,1.267718,3178.730469,2949.938232,0.006749,-0.090742,1.267718,234.132897,269.092834,0.007658,1.004462,-0.000039,0.646795,-1.234294
441.03,44.718004,38.260337,1.267621,3178.693604,2951.016357,0.006749,-0.090746,1.267621,234.133543,269.093048,0.007657,1.004465,-0.000038,0.646788,-1.234189
441.06,44.718020,38.260432,1.267542,3178.664062,2951.876221,0.006749,-0.090749,1.267542,234.134083,269.093201,0.007656,1.004467,-0.000038,0.646783,-1.234105
441.09,44.718037,38.260531,1.267445,3178.626953,2952.954102,0.006749,-0.090754,1.267445,234.134728,269.093445,0.007654,1.004467,-0.000040,0.646776,-1.234000
441.12,44.718053,38.260627,1.267347,3178.589844,2954.027832,0.006750,-0.090758,1.267347,234.135389,269.093658,0.007653,1.004468,-0.000042,0.646769,-1.233894
441.15,44.718069,38.260719,1.267249,3178.552979,2955.105957,0.006750,-0.090762,1.267249,234.136034,269.093872,0.007652,1.004471,-0.000042,0.646762,-1.233788
441.18,44.718086,38.260818,1.267151,3178.515869,2956.341309,0.006750,-0.090766,1.267151,234.136678,269.094086,0.007650,1.004472,-0.000043,0.646756,-1.233682
441.21,44.718103,38.260913,1.267054,3178.478760,2957.631836,0.006751,-0.090770,1.267054,234.137354,269.094269,0.007649,1.004473,-0.000043,0.646749,-1.233575
441.24,44.718119,38.261009,1.266956,3178.441895,2958.927979,0.006751,-0.090775,1.266956,234.137981,269.094482,0.007648,1.004477,-0.000043,0.646743,-1.233468
441.27,44.718136,38.261108,1.266858,3178.404785,2960.223877,0.006751,-0.090779,1.266858,234.138641,269.094727,0.007647,1.004480,-0.000042,0.646737,-1.233360
441.30,44.718153,38.261203,1.266780,3178.375244,2961.257568,0.006751,-0.090782,1.266780,234.139145,269.094879,0.007646,1.004482,-0.000042,0.646732,-1.233273
441.32,44.718170,38.261302,1.266682,3178.338379,2962.553711,0.006752,-0.090787,1.266682,234.139803,269.095062,0.007644,1.004485,-0.000042,0.646727,-1.233164
441.35,44.718186,38.261398,1.266585,3178.301270,2963.844482,0.006752,-0.090791,1.266585,234.140445,269.095306,0.007643,1.004489,-0.000041,0.646721,-1.233053
441.38,44.718203,38.261493,1.266487,3178.264160,2965.140381,0.006752,-0.090795,1.266487,234.141087,269.095520,0.007642,1.004492,-0.000041,0.646715,-1.232942
441.41,44.718220,38.261589,1.266389,3178.227295,2966.431396,0.006753,-0.090799,1.266389,234.141744,269.095734,0.007641,1.004494,-0.000041,0.646710,-1.232830
441.44,44.718236,38.261685,1.266292,3178.190430,2967.727539,0.006753,-0.090804,1.266292,234.142385,269.095947,0.007639,1.004496,-0.000042,0.646704,-1.232718
441.47,44.718253,38.261780,1.266194,3178.153320,2969.018555,0.006753,-0.090808,1.266194,234.143025,269.096161,0.007638,1.004501,-0.000041,0.646698,-1.232605
441.50,44.718269,38.261872,1.266116,3178.123779,2970.057373,0.006753,-0.090811,1.266116,234.143543,269.096344,0.007637,1.004503,-0.000041,0.646693,-1.232514
441.53,44.718286,38.261971,1.266018,3178.086670,2971.346191,0.006754,-0.090815,1.266018,234.144199,269.096527,0.007635,1.004507,-0.000040,0.646688,-1.232399
441.56,44.718302,38.262067,1.265920,3178.049805,2972.595215,0.006754,-0.090820,1.265920,234.144854,269.096741,0.007635,1.004509,-0.000040,0.646682,-1.232283
441.59,44.718319,38.262166,1.265823,3178.012939,2973.839600,0.006754,-0.090824,1.265823,234.145493,269.096924,0.007633,1.004511,-0.000040,0.646676,-1.232167
441.62,44.718336,38.262261,1.265725,3177.975830,2975.088379,0.006755,-0.090828,1.265725,234.146115,269.097168,0.007632,1.004512,-0.000041,0.646670,-1.232051
441.64,44.718352,38.262357,1.265627,3177.938965,2976.337646,0.006755,-0.090832,1.265627,234.146769,269.097351,0.007631,1.004516,-0.000040,0.646663,-1.231933
441.67,44.718369,38.262452,1.265530,3177.901855,2977.581787,0.006755,-0.090837,1.265530,234.147390,269.097595,0.007629,1.004518,-0.000040,0.646656,-1.231815
441.70,44.718386,38.262548,1.265451,3177.872314,2978.578125,0.006756,-0.090840,1.265451,234.147923,269.097717,0.007628,1.004519,-0.000040,0.646651,-1.231721
441.73,44.718403,38.262647,1.265354,3177.835449,2979.827393,0.006756,-0.090844,1.265354,234.148559,269.097931,0.007627,1.004521,-0.000040,0.646644,-1.231602
441.76,44.718419,38.262739,1.265256,3177.798584,2981.071777,0.006756,-0.090848,1.265256,234.149228,269.098175,0.007626,1.004524,-0.000039,0.646636,-1.231483
441.79,44.718435,38.262834,1.265158,3177.761475,2982.320801,0.006757,-0.090852,1.265158,234.149848,269.098358,0.007624,1.004526,-0.000039,0.646629,-1.231363
441.82,44.718452,38.262930,1.265060,3177.724609,2983.565186,0.006757,-0.090857,1.265060,234.150500,269.098541,0.007623,1.004529,-0.000038,0.646623,-1.231243
441.85,44.718469,38.263025,1.264962,3177.687744,2984.814697,0.006757,-0.090861,1.264962,234.151135,269.098755,0.007622,1.004528,-0.000041,0.646618,-1.231122
441.88,44.718485,38.263121,1.264884,3177.658203,2985.811279,0.006757,-0.090864,1.264884,234.151649,269.098907,0.007621,1.004527,-0.000045,0.646614,-1.231026
441.91,44.718502,38.263216,1.264785,3177.621094,2987.055420,0.006758,-0.090868,1.264785,234.152283,269.099121,0.007620,1.004529,-0.000048,0.646610,-1.230906
441.93,44.718518,38.263309,1.264687,3177.584229,2988.304932,0.006758,-0.090873,1.264687,234.152934,269.099365,0.007618,1.004528,-0.000052,0.646605,-1.230786
441.96,44.718535,38.263407,1.264589,3177.547363,2989.549561,0.006758,-0.090877,1.264589,234.153567,269.099548,0.007617,1.004528,-0.000054,0.646600,-1.230667
441.99,44.718552,38.263503,1.264491,3177.510498,2990.799072,0.006759,-0.090881,1.264491,234.154217,269.099731,0.007616,1.004530,-0.000056,0.646596,-1.230547
442.02,44.718568,38.263595,1.264412,3177.480957,2991.795654,0.006759,-0.090885,1.264412,234.154680,269.099915,0.007615,1.004530,-0.000058,0.646593,-1.230451
442.05,44.718585,38.263694,1.264314,3177.444092,2993.040527,0.006759,-0.090889,1.264314,234.155329,269.100098,0.007614,1.004530,-0.000060,0.646589,-1.230331
442.08,44.718602,38.263789,1.264215,3177.406982,2994.289795,0.006760,-0.090893,1.264215,234.155994,269.100311,0.007613,1.004532,-0.000062,0.646585,-1.230211
442.11,44.718618,38.263885,1.264117,3177.370117,2993.966064,0.006760,-0.090898,1.264117,234.156609,269.100494,0.007612,1.004532,-0.000064,0.646581,-1.230092
442.14,44.718636,38.263984,1.264019,3177.333252,2993.168457,0.006760,-0.090902,1.264019,234.157257,269.100739,0.007611,1.004533,-0.000066,0.646577,-1.229972
442.17,44.718652,38.264076,1.263921,3177.296387,2992.374268,0.006761,-0.090906,1.263921,234.157872,269.100891,0.007610,1.004534,-0.000068,0.646574,-1.229851
442.20,44.718668,38.264171,1.263823,3177.259521,2991.580078,0.006761,-0.090911,1.263823,234.158519,269.101105,0.007609,1.004537,-0.000068,0.646569,-1.229731
442.23,44.718685,38.264267,1.263745,3177.229980,2990.940918,0.006761,-0.090914,1.263745,234.159046,269.101288,0.007608,1.004541,-0.000065,0.646565,-1.229633
442.25,44.718702,38.264366,1.263648,3177.193115,2990.146484,0.006762,-0.090919,1.263648,234.159660,269.101471,0.007607,1.004546,-0.000062,0.646560,-1.229511
442.28,44.718719,38.264461,1.263549,3177.156250,2989.352295,0.006762,-0.090923,1.263549,234.160322,269.101685,0.007606,1.004549,-0.000061,0.646554,-1.229387
442.31,44.718736,38.264557,1.263452,3177.119385,2988.554932,0.006762,-0.090928,1.263452,234.160935,269.101868,0.007605,1.004554,-0.000059,0.646549,-1.229262
442.34,44.718753,38.264652,1.263354,3177.082520,2987.760498,0.006763,-0.090932,1.263354,234.161581,269.102081,0.007604,1.004557,-0.000058,0.646544,-1.229135
442.37,44.718769,38.264748,1.263257,3177.045654,2986.966309,0.006763,-0.090937,1.263257,234.162209,269.102264,0.007602,1.004563,-0.000056,0.646538,-1.229008
442.40,44.718786,38.264843,1.263159,3177.008789,2986.168945,0.006764,-0.090941,1.263159,234.162821,269.102478,0.007601,1.004567,-0.000054,0.646532,-1.228880
442.43,44.718803,38.264939,1.263081,3176.979248,2985.532715,0.006764,-0.090945,1.263081,234.163346,269.102631,0.007600,1.004570,-0.000054,0.646527,-1.228776
442.46,44.718820,38.265037,1.262983,3176.942383,2984.738525,0.006764,-0.090949,1.262983,234.163957,269.102814,0.007599,1.004574,-0.000051,0.646520,-1.228645
442.49,44.718836,38.265130,1.262886,3176.905518,2983.944092,0.006765,-0.090953,1.262886,234.164600,269.102997,0.007598,1.004579,-0.000048,0.646513,-1.228513
442.52,44.718853,38.265225,1.262788,3176.868652,2983.146729,0.006765,-0.090958,1.262788,234.165211,269.103210,0.007597,1.004582,-0.000047,0.646506,-1.228380
442.55,44.718870,38.265320,1.262690,3176.831787,2982.352539,0.006766,-0.090962,1.262690,234.165853,269.103424,0.007596,1.004584,-0.000048,0.646501,-1.228247
442.57,44.718887,38.265419,1.262592,3176.794922,2981.558350,0.006766,-0.090967,1.262592,234.166512,269.103607,0.007595,1.004583,-0.000053,0.646496,-1.228113
442.60,44.718904,38.265515,1.262494,3176.758057,2980.760742,0.006766,-0.090971,1.262494,234.167121,269.103821,0.007593,1.004586,-0.000055,0.646492,-1.227979
442.63,44.718921,38.265610,1.262415,3176.728760,2980.147461,0.006767,-0.090974,1.262415,234.167644,269.103943,0.007593,1.004587,-0.000057,0.646487,-1.227872
442.66,44.718937,38.265702,1.262317,3176.691895,2979.670898,0.006767,-0.090979,1.262317,234.168252,269.104126,0.007591,1.004589,-0.000057,0.646481,-1.227738
442.69,44.718954,38.265798,1.262219,3176.655029,2979.194336,0.006767,-0.090983,1.262219,234.168860,269.104340,0.007590,1.004591,-0.000056,0.646475,-1.227603
442.72,44.718971,38.265897,1.262121,3176.618164,2978.715332,0.006768,-0.090988,1.262121,234.169517,269.104523,0.007589,1.004594,-0.000054,0.646469,-1.227467
442.75,44.718988,38.265992,1.262023,3176.581299,2978.239014,0.006768,-0.090992,1.262023,234.170140,269.104736,0.007588,1.004598,-0.000053,0.646462,-1.227331
442.78,44.719005,38.266087,1.261925,3176.544434,2977.762695,0.006769,-0.090996,1.261925,234.170764,269.104919,0.007587,1.004600,-0.000052,0.646455,-1.227194
442.81,44.719022,38.266186,1.261828,3176.507812,2977.286621,0.006769,-0.091001,1.261828,234.171386,269.105103,0.007586,1.004603,-0.000051,0.646449,-1.227056
442.84,44.719039,38.266282,1.261749,3176.478271,2976.905029,0.006769,-0.091004,1.261749,234.171875,269.105255,0.007585,1.004603,-0.000052,0.646444,-1.226946
442.87,44.719056,38.266377,1.261652,3176.441406,2976.426270,0.006770,-0.091009,1.261652,234.172513,269.105469,0.007584,1.004606,-0.000051,0.646438,-1.226807
442.89,44.719073,38.266473,1.261554,3176.404541,2975.949951,0.006770,-0.091013,1.261554,234.173151,269.105652,0.007583,1.004611,-0.000050,0.646432,-1.226667
442.92,44.719090,38.266568,1.261456,3176.367920,2975.474121,0.006770,-0.091017,1.261456,234.173772,269.105835,0.007581,1.004614,-0.000049,0.646426,-1.226526
442.95,44.719107,38.266663,1.261358,3176.331055,2974.998047,0.006771,-0.091022,1.261358,234.174377,269.106018,0.007580,1.004615,-0.000049,0.646419,-1.226385
442.98,44.719123,38.266759,1.261260,3176.294189,2974.521973,0.006771,-0.091026,1.261260,234.174997,269.106232,0.007579,1.004619,-0.000049,0.646414,-1.226243
443.01,44.719140,38.266854,1.261182,3176.264893,2974.140869,0.006772,-0.091030,1.261182,234.175500,269.106384,0.007578,1.004622,-0.000048,0.646409,-1.226128
443.04,44.719157,38.266950,1.261084,3176.228027,2973.662598,0.006772,-0.091034,1.261084,234.176120,269.106567,0.007577,1.004626,-0.000047,0.646403,-1.225985
